-5.237210870946795694e+03,5.082804412033047811e+03,1.574064589118291906e+02
2.769541104262759291e+03,-5.776819994700270399e+03,3.010278890439135466e+03
1.327557750407975436e+04,-1.587406194678261636e+04,2.601484442704313551e+03
-2.484503297862516774e+03,1.894955900487096869e+03,5.925473973759218325e+02
-1.369195888788205480e+02,-6.540920674115095323e+01,2.053287956184784946e+02
-2.606756936938352283e+03,4.965507990071620043e+03,-2.355751053131318713e+03
1.278460512348800512e+04,-6.421932641060026299e+02,-1.213941185937779301e+04
-1.077511789619770752e+03,2.869820419583172225e+03,-1.789308629964274814e+03
-7.000693295856317491e+02,4.875883309820742397e+03,-4.172813980236551288e+03
6.481317093692632625e+02,-5.195279938070658318e+03,4.550148228701645166e+03
-8.137090653513786492e+03,1.311707251773317694e+04,-4.976981864213413246e+03
6.187699781132509997e+03,2.437656351005436591e+03,-8.622356132138580506e+03
9.128510666498000603e+01,-6.645722897072427315e+01,-2.182787770500475233e+01
